Evidence_topic_id,Article_topic_id,Evidence_text
Evidence_Covid_C2.2_732,covid_4305,"¡°A lot of people have speculated over the years whether people who had more of a reaction to the vaccine might actually have that represent a more vigorous immune response,¡± Schaffner said. ¡°And these data would appear to support that.¡±"
Evidence_Covid_C2.2_733,covid_4291,"If you can name the currently circulating coronavirus variants without looking them up, your memory is better than most people¡¯s¡ªeven those who are still paying attention to COVID-19."
Evidence_Covid_C2.2_734,covid_4291,"¡°I¡¯m a scientist who¡¯s been developing coronavirus vaccines for the last decade, and it¡¯s even challenging for people like myself¡± to follow them, Hotez says. They¡¯re not just hard to remember. The names are enough to make the average person¡¯s eyes glaze over¡ªwhich isn¡¯t great, considering that much of the public has already checked out of the pandemic."
Evidence_Covid_C2.2_735,covid_4291,"Hotez points to the new bivalent boosters, which were formulated to target the BA.4 and BA.5 variants. BQ.1 and BQ.1.1 are descendants of BA.5, so the vaccines probably also provide some amount of protection against them, and that knowledge would perhaps provide extra motivation to get the new shots. But, in part because of their names, the average person likely doesn¡¯t know that BQ.1 is related to BA.5, Hotez says."
Evidence_Covid_C2.2_736,covid_4291,"Van Kerkhove, however, argues that the public probably doesn¡¯t need to know all the granular details of BQ.1 versus BQ.1.1 versus BF.7. ¡°What the general public really needs to know is, what does it mean for me in terms of risk? We will give new names using the Greek letters when these variants are substantially different to each other¡± in terms of severity, immune evasion, or transmission, she says."
Evidence_Covid_C2.2_737,covid_4291,"If all the variants start to blend together in the public consciousness, people might not register the emergence of new strains that may be able to dodge immunity they¡¯ve acquired from vaccinations or prior infections, Gregory says."
Evidence_Covid_C2.2_738,covid_4291,"What the public is missing¡ªand what it needs, he says¡ªis a shared vocabulary that would help everyone understand the pandemic as it continues to evolve."
Evidence_Covid_C2.2_739,covid_4306,"When Stone¡¯s Steakhouse in DeWitt closed for good last week, it did so after receiving nearly half a million dollars in federal money aimed at helping restaurants survive during the Covid pandemic."
Evidence_Covid_C2.2_740,covid_4306,A syracuse.com survey found several restaurants in the Syracuse area that closed since (or in some cases even before) their owners received money through the Restaurant Revitalization Fund.
Evidence_Covid_C2.2_741,covid_4306,"In all, syracuse.com identified almost a dozen now-closed food/dining businesses in which an owner received RRF money to compensate for their pandemic losses. "
Evidence_Covid_C2.2_742,covid_4306,"The RRF money was part of the $1.9 trillion American Rescue Plan Act, approved by Congress and signed by President Joe Biden in 2021. "
Evidence_Covid_C2.2_743,covid_4306,"In a wide swath of Upstate New York, stretching from the Finger Lakes to the Mohawk Valley and from Watertown to Binghamton, 472 restaurants received $94 million in RRF grants, according to a 2021 analysis of the program by syracuse.com."
Evidence_Covid_C2.2_744,covid_4306,"¡°Every case, every restaurant, is different,¡± said Britanny Berry, a partner in Anything But Beer, a brewery/restaurant that closed in June 2022. It had received an RRF grant of $137,833 in 2021."
Evidence_Covid_C2.2_745,covid_4307,"America¡¯s Frontline Doctors (AFLDS), the pseudo-medical group that rocketed to pandemic infamy by spreading bad information about COVID, advocating for discredited treatments, fearmongering about vaccines, and attempting to influence state legislation, is suing one of its founders in federal court, months after her release from prison. "
Evidence_Covid_C2.2_746,covid_4307,AFLDS filed suit on November 4 against Dr. Simone Gold
Evidence_Covid_C2.2_747,covid_4307,"The suit was filed by AFLDS and top official Joseph Gilbert, a former boxer and current attorney who, according to the lawsuit, took over as the group¡¯s chair, CEO, and ¡°Director of Strategy¡± in February 2022."
Evidence_Covid_C2.2_748,covid_4307,"The suit claims that the board retained legal counsel to investigate Gold¡¯s allegations, but that as it did so, ¡°Gold began threatening the Board, AFLDS¡¯ counsel, and employees that she would interfere with AFLDS donors, to persuade them not to make donations to AFLDS if her demands were not met.¡±"
Evidence_Covid_C2.2_749,covid_4307,"The suit also alleges that Gold continued representing AFLDS in ¡°speaking engagements¡± and ¡°falsely told donors that Mr. Gilbert had engaged in financial improprieties, ethical violations, and corruption.¡± "
Evidence_Covid_C2.2_750,covid_4307,"News of the suit was first shared on Twitter by Abby Mahler, a photographer and lupus and disability justice advocate who often talks about medical disinformation online."
Evidence_Covid_C2.2_751,covid vaccine_4074,"The numbers may look healthy but the uptake of paediatric COVID-19 vaccination is apparently slower compared to the adult and adolescent COVID-19 vaccination drives, according to the Ministry of Health¡¯s website."
Evidence_Covid_C2.2_752,covid vaccine_4074,"In the UK, higher social media and digital device usage among parents have been associated with greater hesitancy in vaccinating their children against COVID-19, noted the study¡¯s authors."
Evidence_Covid_C2.2_753,covid vaccine_4074,"In fact, the survey¡¯s authors cited other studies that noted parental hesitancy in Bangladesh (42.8 per cent), Taiwan (10.8 per cent) and Vietnam (11.8 per cent)."
Evidence_Covid_C2.2_754,covid vaccine_4074,"¡°We speculate that there is a huge amount of conflicting social media content, which may make it challenging for parents to discern which is trustworthy or not,¡± said Dr Low Jia Ming, one of the researchers and an associate consultant with Department of Neonatology at KTP-NUCMI, NUH."
Evidence_Covid_C2.2_755,covid vaccine_4074,"This parental hesitancy makes for a worrying trend as unvaccinated children were found to be twice as likely to get hospitalised as compared to vaccinated children, according to this study."
Evidence_Covid_C2.2_756,covid vaccine_4074,"Just how vaccine hesitant are parents in Singapore when it comes to their children's COVID-19 vaccination? Interestingly, a local survey on 628 parents with an average age of 39 in Singapore showed that two thirds of them aren¡¯t."
Evidence_Covid_C2.2_757,covid vaccine_4075,"More than 6.631 million people in Belarus have got the first shot of a COVID-19 vaccine, of them over 6.530 million have completed the vaccination regimen, BelTA learned from the Belarusian Healthcare Ministry."
Evidence_Covid_C2.2_758,covid vaccine_4075,"Thus, 71.7% of the country's population have received one dose of the vaccine, 70.6% have been fully vaccinated."
Evidence_Covid_C2.2_759,covid vaccine_4075,"Belarusians are also getting booster shots of the vaccine, with 62.5% of the population having received them so far."
Evidence_Covid_C2.2_760,covid vaccine_4075,"Over 903,600 people completed the vaccination regimen in Brest Oblast, over 801,000 in Vitebsk Oblast, over 990,600 in Gomel Oblast, over 703,700 in Grodno Oblast, over 1 million in Minsk Oblast, over 697,500 in Mogilev Oblast, and over 1.316 million in the city of Minsk."
Evidence_Covid_C2.2_761,covid vaccine_4075,"More than 116,100 employees of organizations and institutions have completed the vaccination process."
Evidence_Covid_C2.2_762,covid vaccine_4075,"More than 230,800 children and teenagers aged 5-17 have received one shot of the vaccine, of them more than 213,600 have been fully vaccinated."
Evidence_Covid_C2.2_763,covid vaccine_4076,Leading South African broadcaster eNCA has claimed that pharmaceutical giant Pfizer admitted to not testing its Covid-19 vaccine before its release in December 2020.
